participant_id,survey_type,age,gender,race,zip_code,education_level,income
Participant 1655,online,68.0,A man,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 1656,online,,,,,,
Participant 1657,online,21.0,A woman,White / Caucasian,83686.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 1658,online,33.0,A woman,White / Caucasian,83702.0,Associates degree,"$25,000 to $49,999"
Participant 1659,online,55.0,A man,,,Associates degree,
Participant 166,in_person,38.0,A woman,White / Caucasian,83642.0,Master’s degree,"$100,000 or more"
Participant 166,online,,A woman,Hispanic or Latino,83706.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 1660,online,49.0,A woman,White / Caucasian,83646.0,Associates degree,"$100,000 or more"
Participant 1661,online,29.0,A man,White / Caucasian,83646.0,8th grade or less,"$50,000 to $74,999"
Participant 1662,online,39.0,A man,,83702.0,Associates degree,"$100,000 or more"
Participant 1663,online,29.0,A woman,White / Caucasian,83605.0,8th grade or less,"$25,000 or less"
Participant 1664,online,53.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 or less"
Participant 1665,online,18.0,A man,Asian / Pacific Islander,83713.0,8th grade or less,"$100,000 or more"
Participant 1666,online,19.0,A man,Hispanic or Latino,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 1667,online,29.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 1668,online,18.0,A woman,Black or African American,83402.0,8th grade or less,"$100,000 or more"
Participant 1669,online,21.0,Other,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 167,in_person,38.0,A man,White / Caucasian,83642.0,Bachelor’s degree,"$100,000 or more"
Participant 167,online,44.0,A woman,White / Caucasian,83702.0,Associates degree,"$50,000 to $74,999"
Participant 1670,online,28.0,A woman,White / Caucasian,83702.0,Associates degree,"$50,000 to $74,999"
Participant 1671,online,19.0,A woman,White / Caucasian,83709.0,8th grade or less,"$25,000 to $49,999"
Participant 1672,online,54.0,A woman,White / Caucasian,83705.0,8th grade or less,"$100,000 or more"
Participant 1673,online,36.0,A woman,White / Caucasian,83313.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 1674,online,49.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$25,000 to $49,999"
Participant 1675,online,65.0,A woman,White / Caucasian,83712.0,,"$25,000 to $49,999"
Participant 1676,online,56.0,A man,White / Caucasian,83713.0,Associates degree,"$100,000 or more"
Participant 1677,online,19.0,A woman,White / Caucasian,83646.0,8th grade or less,"$50,000 to $74,999"
Participant 1678,online,45.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$50,000 to $74,999"
Participant 1679,online,63.0,A woman,White / Caucasian,83712.0,Associates degree,"$25,000 to $49,999"
Participant 168,in_person,18.0,A woman,White / Caucasian,83646.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 168,online,58.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$75,000 to $99,999"
Participant 1680,online,59.0,A woman,White / Caucasian,83687.0,Associates degree,"$100,000 or more"
Participant 1681,online,19.0,A man,White / Caucasian,83705.0,8th grade or less,"$100,000 or more"
Participant 1682,online,50.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$75,000 to $99,999"
Participant 1683,online,32.0,A man,White / Caucasian,83712.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 1684,online,47.0,A woman,White / Caucasian,83646.0,8th grade or less,"$100,000 or more"
Participant 1685,online,51.0,A man,White / Caucasian,83846.0,"Some college, no degree","$50,000 to $74,999"
Participant 1686,online,,,,,,
Participant 1687,online,65.0,A man,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 1688,online,44.0,A man,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 1689,online,,,,,,
Participant 169,in_person,38.0,A woman,White / Caucasian,83605.0,"Some college, no degree","$25,000 or less"
Participant 169,online,46.0,A woman,White / Caucasian,83712.0,"Some college, no degree","$100,000 or more"
Participant 1690,online,,,,,,
Participant 1691,online,20.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$25,000 or less"
Participant 1692,online,,,,,,
Participant 1693,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 1694,online,37.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$25,000 or less"
Participant 1695,online,,,,,,
Participant 1696,online,33.0,A man,White / Caucasian,83706.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 1697,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1698,online,21.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 1699,online,,,,,,
Participant 17,in_person,39.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 17,online,63.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 170,in_person,48.0,A woman,White / Caucasian,83706.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 170,online,28.0,A man,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 1700,online,,,,,,
Participant 1701,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1702,online,54.0,A woman,Asian / Pacific Islander,93405.0,"Some college, no degree","$100,000 or more"
Participant 1703,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 1704,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 1705,online,18.0,A woman,Hispanic or Latino,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 1706,online,,,,,,
Participant 1707,online,,,,,,
Participant 1708,online,,,,,,
Participant 1709,online,,,,,,
Participant 171,in_person,47.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 171,online,29.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 1710,online,47.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$100,000 or more"
Participant 1711,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1712,online,,,,,,
Participant 1713,online,51.0,A man,White / Caucasian,83714.0,"Some college, no degree","$25,000 or less"
Participant 1714,online,34.0,A woman,,,Associates degree,
Participant 1715,online,49.0,A man,White / Caucasian,83725.0,"Some college, no degree","$25,000 to $49,999"
Participant 1716,online,,,,,,
Participant 1717,online,58.0,A man,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 1718,online,,,,,,
Participant 1719,online,,,,,,
Participant 172,in_person,21.0,A woman,White / Caucasian,83661.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 172,online,39.0,A woman,Hispanic or Latino,83642.0,"Some college, no degree","$50,000 to $74,999"
Participant 1720,online,21.0,A woman,Hispanic or Latino,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1721,online,27.0,A man,Black or African American,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 1722,online,47.0,A woman,Hispanic or Latino,83716.0,"Some college, no degree","$25,000 or less"
Participant 1723,online,19.0,A man,White / Caucasian,83507.0,8th grade or less,"$25,000 to $49,999"
Participant 1724,online,22.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$25,000 or less"
Participant 1725,online,,,,,,
Participant 1726,online,46.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 1727,online,,,,,,
Participant 1728,online,52.0,A woman,White / Caucasian,83725.0,"Some college, no degree","$50,000 to $74,999"
Participant 1729,online,,,,,,
Participant 173,in_person,62.0,A woman,White / Caucasian,83709.0,Master’s degree,"$50,000 to $74,999"
Participant 173,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 1730,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 1731,online,18.0,A woman,Native American / American Indian or Alaskan Native,,8th grade or less,"$100,000 or more"
Participant 1732,online,,,,,,
Participant 1733,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 1734,online,49.0,A woman,White / Caucasian,83703.0,Associates degree,"$75,000 to $99,999"
Participant 1735,online,,,,,,
Participant 1736,online,20.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 1737,online,55.0,A man,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 1738,online,26.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 1739,online,19.0,A woman,White / Caucasian,83462.0,8th grade or less,"$75,000 to $99,999"
Participant 174,in_person,62.0,A man,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 174,online,19.0,A woman,White / Caucasian,83601.0,8th grade or less,"$25,000 or less"
Participant 1740,online,19.0,A woman,White / Caucasian,83705.0,8th grade or less,"$25,000 or less"
Participant 1741,online,22.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$100,000 or more"
Participant 1742,online,39.0,A woman,White / Caucasian,83646.0,Associates degree,"$50,000 to $74,999"
Participant 1743,online,48.0,A woman,White / Caucasian,83703.0,Associates degree,"$100,000 or more"
Participant 1744,online,21.0,A man,White / Caucasian,83706.0,"Some college, no degree",
Participant 1745,online,,,,,,
Participant 1746,online,19.0,A woman,White / Caucasian,83703.0,8th grade or less,"$100,000 or more"
Participant 175,in_person,26.0,A woman,White / Caucasian,83646.0,Bachelor’s degree,
Participant 175,online,38.0,A woman,White / Caucasian,83642.0,8th grade or less,"$50,000 to $74,999"
Participant 176,in_person,53.0,A woman,White / Caucasian,87267.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 176,online,47.0,A man,Asian / Pacific Islander,83642.0,"Some college, no degree","$100,000 or more"
Participant 177,in_person,34.0,A woman,White / Caucasian,83646.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 177,online,25.0,A woman,White / Caucasian,83712.0,"Some college, no degree","$50,000 to $74,999"
Participant 178,in_person,68.0,A man,White / Caucasian,95662.0,Bachelor’s degree,"$100,000 or more"
Participant 178,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 179,in_person,64.0,A woman,White / Caucasian,95662.0,"Some college, no degree",
Participant 179,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 or less"
Participant 18,in_person,55.0,A man,White / Caucasian,83646.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 18,online,46.0,A woman,White / Caucasian,83716.0,Associates degree,
Participant 180,in_person,57.0,A man,White / Caucasian,83646.0,Bachelor’s degree,"$100,000 or more"
Participant 180,online,42.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 181,in_person,56.0,A man,,83647.0,Associates degree,
Participant 181,online,19.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 182,in_person,28.0,A woman,White / Caucasian,83686.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 182,online,37.0,A man,Asian / Pacific Islander,83706.0,"Some college, no degree","$75,000 to $99,999"
Participant 183,in_person,64.0,A woman,White / Caucasian,98503.0,"Some college, no degree","$50,000 to $74,999"
Participant 183,online,28.0,A man,White / Caucasian,83642.0,"Some college, no degree","$50,000 to $74,999"
Participant 184,in_person,36.0,A woman,Asian / Pacific Islander,83605.0,Associates degree,"$50,000 to $74,999"
Participant 184,online,26.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$100,000 or more"
Participant 185,in_person,35.0,A man,,83605.0,Master’s degree,"$75,000 to $99,999"
Participant 185,online,29.0,A man,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 186,in_person,21.0,A man,White / Caucasian,83702.0,"Some college, no degree","$25,000 or less"
Participant 186,online,41.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 187,in_person,60.0,A woman,White / Caucasian,83714.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 187,online,18.0,A man,Hispanic or Latino,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 188,in_person,55.0,A man,White / Caucasian,97303.0,"Some college, no degree","$25,000 to $49,999"
Participant 188,online,42.0,A woman,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 189,in_person,44.0,A woman,White / Caucasian,63647.0,"Some college, no degree","$50,000 to $74,999"
Participant 189,online,31.0,A woman,White / Caucasian,83706.0,Associates degree,"$50,000 to $74,999"
Participant 19,in_person,44.0,A woman,White / Caucasian,83647.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 19,online,33.0,A man,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 190,in_person,68.0,A man,White / Caucasian,83642.0,"Some college, no degree","$25,000 to $49,999"
Participant 190,online,57.0,A man,White / Caucasian,83704.0,"Some college, no degree","$50,000 to $74,999"
Participant 191,in_person,49.0,A woman,White / Caucasian,83642.0,Associates degree,"$25,000 to $49,999"
Participant 191,online,60.0,A man,White / Caucasian,83714.0,Associates degree,"$100,000 or more"
Participant 192,in_person,67.0,A man,White / Caucasian,83420.0,8th grade or less,"$25,000 or less"
Participant 192,online,24.0,A woman,Hispanic or Latino,83706.0,"Some college, no degree","$25,000 or less"
Participant 193,in_person,19.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$25,000 or less"
Participant 193,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 194,in_person,32.0,A woman,White / Caucasian,83646.0,Associates degree,"$50,000 to $74,999"
Participant 194,online,18.0,A man,White / Caucasian,80526.0,8th grade or less,"$50,000 to $74,999"
Participant 195,in_person,19.0,A man,Hispanic or Latino,83616.0,"Some college, no degree","$100,000 or more"
Participant 195,online,52.0,A man,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 196,in_person,24.0,A woman,White / Caucasian,83605.0,"Some college, no degree","$50,000 to $74,999"
